datetime,open,high,low,close,volume,eth_close_asset_volume,eth_number_of_trades,eth_taker_buy_base_asset_vol,eth_maker_buy_base_asset_vol,eth_bb_high,eth_bb_low,eth_rsi_14,eth_rsi_6,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_close_asset_volume,btc_number_of_trades,btc_taker_buy_base_asset_vol,btc_maker_buy_base_asset_vol,btc_bb_high,btc_bb_low,btc_rsi_14,btc_rsi_6
2023-04-18 05:30:00,2086.34,2092.19,2086.34,2089.89,158.0486,330287.252592,341,76.4186,159708.213046,2089.6779573372596,2075.8720426627406,70.61168328718891,81.79611887659995,29547.63,29596.55,29539.29,29550.04,29.03187,858315.1164766,593,12.0421,356062.0313551,29564.925968092248,29416.59203190775,64.5203583228653,75.91456476437378
2023-04-18 05:45:00,2090.45,2090.94,2087.46,2089.25,39.6716,82868.521634,88,17.8137,37212.450396,2091.139697833519,2076.512302166481,68.82607479879393,77.11376988150256,29550.12,29563.74,29517.06,29543.99,12.12519,358156.5786282,271,6.82678,201655.5716307,29576.246029355134,29422.439970644868,63.29262175477323,71.87542094800263
2023-04-18 06:00:00,2089.05,2096.52,2089.05,2092.25,125.3954,262520.724933,299,67.4631,141241.479289,2093.581500444816,2076.158499555184,72.35507049069075,82.6881549528649,29543.99,29598.92,29543.99,29572.15,12.66383,374517.26779,246,6.4016,189320.794744,29595.495952789075,29420.96004721093,66.48899732349048,78.31871269883436
2023-04-18 06:15:00,2091.63,2104.12,2091.17,2103.27,285.2579,598802.857289,630,152.2336,319528.536452,2100.620801525536,2073.7711984744647,80.90584026938649,91.65152615422423,29565.14,29743.49,29563.07,29706.98,65.2466,1936640.3040394,1253,34.71203,1030001.0804675,29672.399696505658,29396.612303494345,76.87295894484019,90.63971413334964
2023-04-18 06:30:00,2103.02,2106.85,2100.01,2100.54,169.1668,355722.778265,338,86.467,181832.745741,2103.6669899286585,2075.071010071341,74.73847468643092,79.42635477601199,29712.34,29741.14,29663.74,29668.78,37.59252,1116372.4904412,819,22.89929,680239.3163507,29702.264746165012,29411.11125383499,70.23281855875973,75.96321833912299
2023-04-18 06:45:00,2100.32,2105.11,2099.13,2104.66,75.606,158889.463518,152,41.1218,86436.95786,2107.3395839982927,2076.270416001707,77.52314974350682,83.42924266974832,29668.25,29724.67,29654.4,29722.08,12.39119,367822.7505506,229,8.00186,237565.0918749,29742.990540269446,29422.85345973056,73.65254150078613,81.089959566312
2023-04-18 07:00:00,2104.84,2110.63,2101.53,2104.38,164.6002,346551.713086,401,71.4354,150453.137269,2109.964634218165,2077.869365781835,76.90270647399582,82.12611926923967,29721.82,29750.88,29670.04,29714.28,20.76784,617053.031327,379,10.54008,313231.6019259,29772.00448959499,29435.987510405015,72.34275553896587,78.16236189895608
2023-04-18 07:15:00,2104.36,2105.68,2101.13,2102.99,183.0333,384976.131267,255,51.1339,107571.085858,2110.9364468075305,2080.927553192469,73.74727956507833,75.1349876775827,29708.13,29742.95,29677.54,29733.4,14.30816,425133.3482336,294,8.32917,247498.2926051,29795.44690521908,29459.683094780925,73.58290934124872,80.25884514072355
2023-04-18 07:30:00,2103.29,2103.89,2098.95,2098.95,73.3685,154180.88858,186,36.6711,77072.539572,2110.680994899098,2083.823005100901,65.35385898671868,57.93417967817576,29726.49,29782.95,29718.16,29734.95,21.61848,643158.3309743,428,9.53359,283641.5164008,29810.57888372056,29488.18311627945,73.68592027419626,80.44150629245983
2023-04-18 07:45:00,2099.17,2103.31,2098.62,2100.48,73.9604,155408.735196,156,38.6963,81309.274261,2110.018515844517,2087.3134841554825,66.89072971567322,61.89826251148072,29738.65,29807.17,29735.84,29770.25,14.4165,429312.7001361,278,7.20375,214533.1050544,29831.8713494761,29511.508650523905,75.98284897047793,84.38905199578583
2023-04-18 08:00:00,2100.41,2103.3,2099.48,2100.94,126.5541,265913.804421,239,63.121,132639.911861,2109.5309526638202,2090.011047336179,67.35953222621686,63.15107431377374,29775.62,29833.71,29763.89,29781.71,26.07529,776913.3853946,533,14.34464,427447.0637269,29844.635157032266,29545.078842967734,76.69409506334833,85.52704631178491
2023-04-18 08:15:00,2100.94,2101.53,2096.42,2098.01,75.0321,157510.074701,162,29.724,62401.058559,2107.6577805556885,2093.6362194443113,61.39635921283549,50.46744808954024,29786.27,29786.27,29707.95,29724.18,21.73739,646497.4859754,385,10.74711,319652.408578,29824.116071628803,29601.635928371197,66.10986829068597,59.4293238929004
2023-04-18 08:30:00,2097.63,2099.22,2096.03,2096.29,47.2478,99099.654218,121,21.1003,44257.575821,2106.331882123284,2095.770117876716,58.14236660149828,44.21217032518536,29723.59,29735.38,29693.49,29702.2,15.46251,459454.7184377,278,7.2486,215391.357862,29787.70252858011,29664.059471419892,62.55768106716485,52.13561840347968
2023-04-18 08:45:00,2096.69,2098.05,2095.52,2096.29,65.6634,137681.095055,154,29.3205,61481.957524,2106.10070945682,2094.60529054318,58.14236660149828,44.21217032518536,29698.32,29734.9,29691.67,29707.12,17.05462,506733.098762,392,8.75416,260123.3183108,29787.699462136494,29664.090537863507,63.03644931111803,53.66315816866759
2023-04-18 09:00:00,2096.71,2097.15,2094.18,2096.12,95.4614,200066.439704,248,43.2137,90571.492469,2106.1885820185817,2093.6334179814185,57.79127048362378,43.445752590726,29703.9,29739.38,29698.36,29715.37,10.64164,316218.4247546,234,4.70338,139777.9178077,29780.277509288673,29680.83049071132,63.870698311547144,56.459217568436266
2023-04-18 09:15:00,2096.17,2102.39,2096.16,2101.95,78.1276,164030.316434,146,47.6656,100080.834488,2105.275253321726,2094.004746678275,65.48802234835826,66.99269927561545,29715.37,29836.09,29715.37,29826.92,22.17647,660416.8009015,424,15.66982,466640.7377543,29816.65948678768,29665.416513212305,72.8073348745393,77.99944969667683
2023-04-18 09:30:00,2101.88,2109.5,2101.88,2107.27,130.2358,274302.292865,310,68.7995,144915.381294,2106.6907834925423,2093.167216507458,70.73266748377343,77.3289875331609,29828.56,29911.28,29828.24,29882.53,47.22427,1410925.1138197,868,20.64629,616923.4214312,29868.803907531805,29646.922092468198,75.99507485021067,83.02361511118588
2023-04-18 09:45:00,2107.64,2109.26,2103.93,2105.51,60.1342,126676.104439,132,30.75,64775.705959,2107.54162741891,2092.820372581089,67.09977103699063,68.77852266205483,29882.08,29937.26,29855.52,29898.55,30.79161,920311.701418,674,17.63093,527034.7715846,29911.835853555112,29636.92014644488,76.83746167410348,84.26574611463127
2023-04-18 10:00:00,2105.75,2106.08,2102.7,2104.39,29.9095,62947.608883,76,13.0897,27552.546957,2108.4370178941713,2093.0129821058285,64.81827108884528,63.42323966286033,29901.83,29926.57,29865.8,29877.09,13.00063,388645.7778845,457,5.64694,168811.0931849,29935.8488688516,29641.335131148393,73.13501791274156,75.39768545798593
2023-04-18 10:15:00,2104.39,2106.29,2103.87,2104.81,54.5943,114932.906881,135,24.8924,52408.912146,2109.243551558182,2093.072448441818,65.29482237675083,64.66144007535877,29874.97,29970.94,29874.97,29928.12,34.35322,1028134.6049926,780,18.54329,555050.3196376,29972.724838903072,29636.033161096937,76.08588899159422,81.07950237737832
2023-04-18 10:30:00,2105.09,2105.32,2103.31,2104.3,42.2239,88852.796633,90,12.0234,25304.036661,2109.7918561086594,2093.19614389134,64.15836969321546,61.62179961442484,29930.78,29938.68,29881.27,29887.14,11.8612,354748.9298492,337,4.74451,141909.7013785,29989.3636862564,29640.480313743596,69.48523065736059,66.3196746712799
2023-04-18 10:45:00,2104.7,2105.22,2102.49,2102.55,29.1515,61325.299095,84,11.2848,23738.773641,2109.9242587721333,2093.9717412278674,60.28126501127936,51.62837349525175,29888.43,29909.7,29879.03,29900.79,16.9152,505677.6101241,380,9.63412,288048.6360649,30002.400370619078,29662.765629380927,70.40616725003431,68.60413984983063
2023-04-18 11:00:00,2102.5,2104.59,2101.43,2104.16,72.0958,151585.161682,130,20.8671,43889.895428,2109.8269122950037,2095.6430877049957,62.52498439808166,58.97370499633036,29899.27,29942.11,29884.09,29926.06,20.10972,601566.4432731,446,11.46836,343110.333133,30008.359666326138,29701.578333673864,72.08575536300393,72.71543894585261
2023-04-18 11:15:00,2104.01,2105.82,2101.77,2102.64,75.2775,158391.243562,170,36.4553,76710.915273,2109.0331016236714,2097.7068983763284,59.128923273920364,50.317309697634066,29928.59,30007.52,29916.35,29986.83,45.00032,1348464.0869153,896,23.1395,693515.8412075,30019.359895029924,29746.52010497008,75.66291853506034,80.1983840663081
2023-04-18 11:30:00,2102.64,2123.65,2102.64,2118.75,498.465,1055033.205332,1013,266.1652,563250.129606,2114.862236371447,2096.4037636285534,74.77020334145442,82.67000073493618,29986.83,30342.0,29983.73,30312.86,114.71345,3463693.7927283,2231,61.92432,1869681.7623314,30201.592874741138,29683.785125258866,86.01637895717433,92.8401641177769
2023-04-18 11:45:00,2118.48,2122.16,2116.91,2117.42,337.4435,715016.270787,601,166.3143,352424.247771,2118.393987693949,2095.9660123060507,72.30986657062269,77.65997562966191,30322.69,30382.46,30269.1,30381.4,103.06873,3126210.9546045,1795,50.14624,1521162.9987061,30353.607456724574,29642.666543275438,87.24487295768475,93.83333846105697
2023-04-18 12:00:00,2118.05,2120.71,2113.33,2116.12,221.9292,469738.522193,429,110.1535,233179.228522,2120.498294816742,2095.631705183257,69.88910579220496,72.50603873462686,30384.76,30462.01,30344.95,30426.04,104.32721,3172488.6387597,1751,58.01523,1764209.8187,30479.615054146623,29625.36094585338,87.985217816623,94.43649775464422
2023-04-18 12:15:00,2116.34,2119.53,2113.34,2114.03,141.3057,299006.866977,312,60.1382,127251.992233,2121.696064284996,2096.137935715005,66.06014054507821,64.27645374737483,30425.14,30486.46,30373.23,30400.15,64.05106,1948446.4291016,1090,35.14878,1069232.9693266,30562.258923873636,29643.037076126373,84.90709594154661,88.41769370593525
2023-04-18 12:30:00,2114.04,2114.97,2107.29,2107.83,195.4205,412825.989277,386,113.6378,240084.969475,2121.715167013496,2096.806832986504,56.220162603966926,45.77946239302468,30393.75,30412.24,30287.46,30287.46,44.22282,1342815.3517699,819,19.79254,601100.435829,30588.452001316386,29698.91799868361,72.94494422836422,66.33516818836694
2023-04-18 12:45:00,2107.62,2112.78,2106.87,2109.65,144.1324,304230.011694,280,68.8571,145356.481503,2121.8406694729993,2097.6493305270005,58.188998780744996,50.769923140588375,30286.16,30385.15,30276.05,30305.24,51.36732,1557959.1275762,882,28.35581,860041.6036323,30610.327769709947,29752.466230290047,73.57745941006114,67.85518406933062
2023-04-18 13:00:00,2110.43,2113.01,2108.06,2108.14,76.4044,161269.913829,185,32.4487,68494.938202,2121.743068882181,2098.514931117819,55.941199869686116,46.50812872655445,30303.79,30343.84,30277.13,30304.17,43.04889,1304889.1471642,669,22.90581,694347.2353723,30608.35245665663,29837.847543343367,73.46614625721651,67.63465075963578
2023-04-18 13:15:00,2108.17,2111.11,2106.05,2110.32,135.5438,285761.861363,278,65.4789,138054.631371,2121.370691873154,2100.441308126846,58.43742227160185,53.29964798335802,30305.19,30339.63,30292.06,30336.12,43.37691,1315000.1288841,614,21.3622,647628.8864835,30589.734966450178,29943.531033549825,74.69710548754527,71.01061957784364
2023-04-18 13:30:00,2110.54,2113.15,2108.01,2111.83,148.0673,312607.074934,310,84.7348,178894.160637,2121.1225885624754,2102.223411437525,60.12273727606066,57.75754466553441,30337.25,30378.83,30292.06,30357.84,48.27184,1464662.1764523,781,26.26902,797080.0813829,30541.90800858902,30077.713991410976,75.52826011635028,73.28394043521129
2023-04-18 13:45:00,2112.07,2114.95,2111.12,2111.68,177.316,374669.170042,327,86.4403,182647.118413,2119.883698570494,2105.2703014295057,59.86305846786264,57.10771403474021,30366.37,30431.37,30357.99,30378.09,48.77081,1482766.5504989,924,24.64388,749256.8216358,30437.72756303444,30260.146436965555,76.30958939865538,75.43879482479838
2023-04-18 14:00:00,2112.08,2112.26,2100.75,2104.32,197.5814,415959.753341,422,81.9469,172509.635596,2118.6896400126034,2103.5783599873967,48.7393679821039,34.35134388027281,30383.94,30390.67,30234.31,30295.81,60.87113,1844589.4224195,1141,29.81163,903384.0324787,30439.321669691955,30255.142330308045,66.95535007247867,54.144953541335035
2023-04-18 14:15:00,2104.57,2105.28,2092.98,2095.72,396.1065,831220.590928,727,181.7927,381482.201899,2119.8029637881145,2098.1250362118853,39.5025834298895,22.037886014603913,30297.43,30318.97,30151.32,30184.12,86.45738,2612259.3972718,1443,42.20068,1275006.2739225,30458.266992685138,30196.741007314857,56.780395779970696,37.090892621253765
2023-04-18 14:30:00,2096.01,2099.98,2091.45,2099.49,256.1646,536975.200735,475,118.9999,249518.826996,2118.339124659564,2096.262875340437,44.470688705041226,34.406505053400636,30180.85,30263.19,30114.62,30253.71,99.77057,3012248.9564078,1369,53.30708,1609549.4334436,30429.457994072232,30191.08400592777,60.779623794546744,49.08190303164758
2023-04-18 14:45:00,2099.49,2101.6,2097.68,2097.94,162.5117,341237.265634,377,78.465,164765.766002,2117.0244412197926,2094.3595587802074,42.91044648573563,31.908914565751687,30260.33,30286.36,30235.35,30247.63,65.84202,1992466.1359232,927,33.61262,1017248.0250575,30402.784066862932,30187.253933137054,60.255021659836046,48.12027232585163
2023-04-18 15:00:00,2098.34,2100.77,2092.83,2093.26,175.9479,368903.280187,348,75.361,158018.232784,2117.648659455945,2090.821340544055,38.51641771237954,25.264135876064955,30245.02,30288.41,30121.98,30128.37,80.47796,2431220.0891263,1012,42.61967,1287552.5621158,30426.374472293814,30131.845527706195,50.96313161537785,32.93273877560816
2023-04-18 15:15:00,2093.06,2096.3,2088.04,2095.65,164.5617,344350.7945,344,80.77,169021.746418,2116.6131805765517,2089.0568194234484,41.794362573734844,33.722180906054206,30120.47,30188.25,30101.44,30181.32,50.25662,1514854.4112711,708,29.19299,880001.8581314,30423.640340742084,30109.795659257918,54.33051649776136,42.5870527931316
2023-04-18 15:30:00,2095.5,2099.61,2089.89,2094.33,279.515,585705.644181,520,156.7106,328393.386386,2115.5921192525766,2087.3158807474238,40.50977698202369,31.36928442156264,30185.01,30237.34,30112.14,30156.14,68.16039,2056540.4229872,965,34.09743,1028769.7620586,30419.480039611408,30084.349960388587,52.48474651339812,39.35428932020798
2023-04-18 15:45:00,2094.33,2097.09,2091.26,2095.9,108.685,227640.232101,237,54.8733,114937.67988,2113.1446061389224,2086.879393861077,42.763141912685306,37.58489555347649,30154.74,30194.98,30100.96,30184.42,66.79416,2013696.6103094,915,34.61388,1043624.8450974,30398.434715504645,30075.055284495345,54.360115148558876,44.98287359174799
2023-04-18 16:00:00,2095.77,2100.61,2095.28,2100.09,85.9286,180297.112366,220,45.4044,95271.239453,2109.3778588225873,2088.298141177412,48.38244453317501,51.617774194659695,30184.42,30263.19,30171.68,30253.97,48.73998,1473150.6804269,842,22.44795,678510.3397869,30367.655861498235,30085.060138501765,58.6794970972689,56.812181276159386
2023-04-18 16:15:00,2100.35,2100.4,2095.08,2095.59,67.3223,141271.002967,175,25.1784,52840.799718,2103.472886289811,2090.9851137101887,43.44880265161845,40.02125796646284,30260.29,30264.66,30191.97,30205.05,36.81237,1113152.3752527,647,14.92911,451457.5917969,30307.74515672629,30110.362843273702,54.754233977729214,48.08555090622788
2023-04-18 16:30:00,2096.14,2098.68,2093.14,2097.47,101.9065,213579.772696,224,44.9469,94208.384582,2100.66947403338,2092.4185259666197,45.929480539677954,46.092832880923744,30208.0,30253.41,30153.26,30232.1,27.216,822194.8338843,618,14.2647,430926.3437344,30285.020061424202,30120.345938575792,56.48748736474418,52.88735734495168
2023-04-18 16:45:00,2097.58,2097.93,2092.76,2095.5,141.2006,295946.134615,281,59.5991,124906.662668,2100.667115679941,2092.3768843200587,43.763123938597474,40.888183849299445,30235.33,30259.67,30182.19,30220.88,29.84593,902236.6034049,716,14.44254,436625.5244612,30288.334350660873,30124.38364933912,55.537149639738935,50.559655557755974
2023-04-18 17:00:00,2095.55,2098.2,2094.48,2097.16,76.8954,161220.192726,173,33.8907,71052.991404,2099.9773649494177,2092.600635050582,46.07138143165469,46.94578968342642,30222.25,30259.38,30212.28,30241.75,22.00461,665307.6460928,477,10.21797,308947.3173168,30284.651355901806,30125.67464409818,56.98673049003075,54.98218491288591
2023-04-18 17:15:00,2096.94,2097.6,2089.34,2091.41,104.8431,219395.481532,215,46.5788,97468.557897,2100.1448730299376,2091.1271269700624,39.953972991048616,32.92225971183467,30236.02,30249.42,30169.37,30176.54,28.49477,860729.9627236,584,14.51778,438593.089139,30273.70173106957,30122.406268930437,51.353101349466414,41.17284044568893
2023-04-18 17:30:00,2091.0,2093.93,2083.37,2087.16,203.4933,424951.83838,457,86.9689,181628.846122,2101.7580439689664,2088.2939560310333,36.134813225930316,26.026541689547884,30173.62,30231.09,30119.86,30146.99,39.84492,1202610.3077397,757,19.47793,587893.1853067,30269.26569312097,30130.566306879024,48.98964921378008,36.2253176654881
2023-04-18 17:45:00,2086.74,2088.72,2073.85,2075.69,442.8141,921240.833704,845,193.3228,402167.686976,2106.400899745346,2079.6591002546534,28.27843480973955,15.507338293155811,30154.85,30180.94,30012.51,30030.98,62.93011,1894674.2388602,1294,27.71343,834377.129087,30308.100179113204,30061.6638208868,41.009865743869405,23.130851817825018
2023-04-18 18:00:00,2075.64,2076.43,2069.69,2074.18,536.8687,1112936.882667,931,247.1744,512398.750946,2108.450396754881,2073.579603245119,27.432833853290205,14.576620512130049,30023.86,30055.3,29948.08,30031.76,74.7174,2242073.6624052,1442,36.00845,1080487.8661079,30326.105973226862,30018.782026773137,41.07935827092099,23.35438567707766
2023-04-18 18:15:00,2074.46,2087.87,2074.1,2085.93,334.8163,696580.323035,596,176.0945,366374.00863,2107.362008302584,2072.673991697416,41.97344037880838,45.256582678463715,30036.15,30245.3,30025.88,30234.07,72.30579,2178309.7868263,1295,40.14409,1209374.4825323,30335.444226566655,30019.37377343335,55.66720681942917,59.76813536410825
2023-04-18 18:30:00,2086.43,2088.29,2079.77,2081.63,146.9723,306169.643344,277,66.1185,137736.71676,2104.7475574265272,2071.596442573473,38.9014265997709,39.09109122824594,30236.18,30271.87,30162.66,30175.33,45.75886,1382642.8091032,860,21.53837,650760.1053255,30319.160697906245,30019.92930209376,51.667377397940385,51.27980462585463
2023-04-18 18:45:00,2082.11,2082.84,2072.92,2079.25,242.1039,502982.213665,386,114.446,237750.69513,2103.0879070692285,2069.9880929307715,37.27526925326845,35.84744215200605,30170.25,30184.03,30066.36,30148.89,62.36623,1878636.9836978,1026,33.36405,1005056.9637952,30312.000296462124,30015.857703537884,49.928369262803784,47.626311544596675
2023-04-18 19:00:00,2079.79,2082.86,2077.16,2080.59,98.2749,204467.894338,193,47.2395,98273.311239,2099.977791643201,2069.722208356799,38.82579121853837,39.25301284142526,30148.72,30189.2,30094.68,30165.65,35.16734,1060470.1320564,579,16.57856,499966.235356,30298.3185892892,30016.249410710807,51.052996386694474,50.318764504513425
2023-04-18 19:15:00,2080.87,2084.96,2077.48,2079.24,122.1078,254075.963411,225,57.7413,120137.443467,2096.8436334752478,2069.6043665247516,37.81169556037817,36.88575883098129,30170.13,30225.41,30125.78,30156.64,35.47644,1070712.7933747,669,17.70633,534407.3851518,30285.42622785816,30016.29377214185,50.39766243102014,48.70355936346037
2023-04-18 19:30:00,2079.11,2082.23,2077.83,2081.52,75.3993,156856.686574,165,36.2018,75317.666644,2091.6192489676732,2071.7007510323265,40.63200494629586,43.75964368197134,30160.13,30203.01,30134.71,30203.01,32.34741,976153.3278693,651,19.17907,578805.0775464,30272.80925037915,30021.16274962086,53.69218659665797,57.190178088296555
2023-04-18 19:45:00,2081.52,2082.63,2076.95,2081.1,126.8606,263857.792499,240,59.1149,122953.979515,2088.1811676358575,2073.0768323641423,40.26970719757681,42.730887425584264,30199.69,30241.04,30151.59,30214.84,31.09829,938963.4278864,653,16.20159,489213.6470049,30282.21274766132,30019.419252338677,54.52208218980013,59.25395077420088
